Fila,country,designation,points,price,province,region_1,variety,winery
10837,US,,87,22,California,Happy Canyon of Santa Barbara,Merlot,Happy Canyon Vineyard
10838,France,,87,18,Bordeaux,Médoc,Bordeaux-style Red Blend,Château l'Argenteyre
10839,US,Dijon Cuvée Estate,87,22,Oregon,Eola-Amity Hills,Pinot Noir,Cherry Hill
10840,Italy,Scurati,87,15,Sicily & Sardinia,Sicilia,Nero d'Avola,Ceuso
10841,France,Albatros,87,15,Southwest France,Lot,Chardonnay-Viognier,Château de Cénac
10842,France,,87,16,Beaujolais,Régnié,Gamay,Chateau de Pizay
10843,Italy,,87,12,Sicily & Sardinia,Sicilia,Syrah,Cusumano
10844,Italy,,87,15,Sicily & Sardinia,Sicilia,Grillo,Altadonna
10845,Italy,,87,25,Southern Italy,Puglia,Negroamaro,Antica Enotria
10846,US,Two Birds Estate,87,68,California,Russian River Valley,Pinot Noir,Arista
10847,US,Viognier,87,16,California,Clarksburg,Chenin Blanc,Clarksburg Wine Company
10848,US,Sonoma Reserve,87,22,California,Alexander Valley,Cabernet Sauvignon,Clos du Bois
10849,Italy,,87,16,Sicily & Sardinia,Sicilia,Nero d'Avola,Colosi
10850,France,,87,14,Bordeaux,Médoc,Bordeaux-style Red Blend,Château Haut Barrail
10851,US,Octagon,87,50,Virginia,Virginia,Bordeaux-style Red Blend,Barboursville Vineyards
10852,US,Reserve,87,25,Virginia,Virginia,Cabernet Franc,Barboursville Vineyards
10853,US,Bubbly,87,15,California,California,Moscato,Allure
10854,US,Monte Rosso Vineyard,87,45,California,Sonoma Valley,Zinfandel,Black Stallion
10855,Italy,Vento,87,22,Southern Italy,Sannio,Greco,Capolino Perlingieri
10856,Chile,Quinta Generación,87,28,Colchagua Valley,,White Blend,Casa Silva
10857,Chile,Alazan CJ's Barrel,87,38,Casablanca Valley,,Pinot Noir,Kingston Family
10858,Italy,Clarum,87,14,Southern Italy,Irpinia,White Blend,I Capitani
10859,US,Salinian Block,87,34,California,Santa Cruz Mountains,Cabernet Sauvignon,La Honda Winery
10860,US,Estate Bottled,87,25,California,Alexander Valley,Zinfandel,La Storia
10861,Portugal,Colheita Tawny,95,375,Port,,Port,Kopke
10862,France,Rangen Grand Cru Clos Saint Théobald Sélection de Grains Nobles,95,75,Alsace,Alsace,Gewürztraminer,Domaine Schoffit
10863,France,Rangen Grand Cru Clos Saint Théobald,95,53,Alsace,Alsace,Riesling,Domaine Schoffit
10864,US,Evenstad Reserve,95,55,Oregon,Dundee Hills,Chardonnay,Domaine Serene
10865,France,Clos Saint Urbain Rangen de Thann Grand Cru,95,120,Alsace,Alsace,Gewürztraminer,Domaine Zind-Humbrecht
10866,Australia,,95,84,Western Australia,Margaret River,Cabernet Sauvignon,Moss Wood
10867,France,Rangen Grand Cru Clos Saint Théobald Sélection de Grains Nobles Larme de Lave,95,90,Alsace,Alsace,Pinot Gris,Domaine Schoffit
10868,Portugal,Grande Reserva,95,80,Douro,,Portuguese Red,Quinta da Foz
10869,Portugal,VV 47,95,100,Douro,,Portuguese Red,Quinta dos Murças
10870,France,Clos Saint Landelin Vorbourg Grand Cru,95,50,Alsace,Alsace,Riesling,René Muré
10871,France,Clos Saint Landelin Vorbourg Grand Cru,95,50,Alsace,Alsace,Riesling,René Muré
10872,US,Shea Vineyard,95,35,Oregon,Willamette Valley,Chardonnay,Shea
10873,France,Cuvée Frédéric Emile,95,60,Alsace,Alsace,Riesling,Trimbach
10874,US,Estate Vineyard,95,60,Oregon,Dundee Hills,Pinot Noir,Ayoub
10875,Portugal,Colheita Tawny,95,320,Port,,Port,Cálem
10876,Germany,Ürziger Würzgarten Spätlese,95,34,Mosel,,Riesling,Dr. Loosen
10877,Portugal,Monte Meão,95,40,Douro,,Touriga Nacional,Quinta do Vale Meão
10878,Spain,Gran,95,90,Northern Spain,Toro,Tinta de Toro,Elias Mora
10879,Germany,Wehlener Sonnenuhr Spätlese Grosse Lage,95,35,Mosel,,Riesling,S.A. Prüm
10880,Argentina,Single Parcel Los Cerezos,95,100,Mendoza Province,Luján de Cuyo,Malbec,Terrazas de Los Andes
10881,Australia,St. Andrews Single Vineyard Release,95,60,South Australia,Clare Valley,Shiraz,Wakefield Estate
10882,US,Louise Vineyard,94,58,Oregon,Eola-Amity Hills,Pinot Noir,Cristom
10883,France,Hengst Grand Cru Cuvée Francois,94,60,Alsace,Alsace,Gewürztraminer,Domaine Barmès-Buecher
10884,France,Rangen Grand Cru Clos Saint Théobald Vendanges Tardives,94,72,Alsace,Alsace,Pinot Gris,Domaine Schoffit
10885,US,Winery Hill Vineyard,94,90,Oregon,Dundee Hills,Pinot Noir,Domaine Serene
10886,Germany,Erdener Treppchen Spätlese,94,34,Mosel,,Riesling,Dr. Loosen
10887,Portugal,Colheita White,94,980,Port,,Port,Kopke
10888,Portugal,Colheita Tawny,94,100,Port,,Port,Kopke
10889,France,Pfersigberg Grand Cru,94,40,Alsace,Alsace,Riesling,Martin Schaetzel
10890,Portugal,Referência Grand Reserva,94,110,Douro,,Portuguese Red,Quinta Nova de Nossa Senhora do Carmo
10891,US,Mesa Verde Vineyard,88,22,California,Central Coast,Sauvignon Blanc,Brander
10892,US,Heritage,88,,Washington,Columbia Valley (WA),Cabernet Sauvignon,Browne Family Vineyards
10893,Italy,Prestige,88,,Lombardy,Lugana,Turbiana,Cà Maiol
10894,US,Audax,88,120,California,Napa Valley,Cabernet Sauvignon,Calla Lily
10895,Italy,Sciasci,88,,Southern Italy,Sannio,Aglianico,Capolino Perlingieri
10896,Italy,Nembo,88,,Southern Italy,Sannio,Fiano,Capolino Perlingieri
10897,Italy,,88,20,Northeastern Italy,Friuli,Malvasia,Castelvecchio
10898,US,Stone Valley Tierra de las Rocas,88,70,Oregon,Oregon Other,Tempranillo,Castillo De Feliciana
10899,US,Rosé of,88,22,California,Edna Valley,Pinot Noir,Center of Effort
10900,US,Estate Grown,88,25,California,Chalone,Grenache,Chalone
10901,France,Baroque,88,24,Provence,Côtes de Provence,Rosé,Château de Brigue
10902,US,Reserve,88,40,California,Dry Creek Valley,Cabernet Sauvignon,Cardinal Rule
10903,US,,88,35,California,Green Valley,Pinot Noir,Martin Ray
10904,US,,88,12,California,California,Pinot Grigio,Estancia
10905,US,,88,75,California,Mount Veeder,Syrah,VGS Chateau Potelle
10906,US,Sawyer Estate,88,42,California,Dry Creek Valley,Zinfandel,Wilson
10907,US,Treborce Reserve,88,52,California,Dry Creek Valley,Zinfandel,Wilson
10908,Spain,Término de Arriba,88,20,Levante,Jumilla,Monastrell,Hilanda
10909,France,Gros Manseng Moelleux,88,16,Southwest France,Côtes de Gascogne,Gros Manseng,Domaine de Ménard
10910,France,L'Ange et Luce,88,17,Provence,Côtes de Provence,Rosé,Domaine Jacourette
10911,France,MiP Made in Provence Classic,88,25,Provence,Côtes de Provence,Rosé,Domaine Sainte Lucie
10912,France,VieVité,88,20,Provence,Côtes de Provence,Rosé,Domaine Sainte-Marie
10913,Austria,Getränk,88,14,Weinland Österreich,,Grüner Veltliner,Dürnberg
10914,US,Blackwood Canyon,88,60,Washington,Red Mountain,Cabernet Sauvignon,Fidelitas
10915,US,,88,16,California,Central Coast,Chardonnay,Fossil Point
10916,US,,88,20,California,Paso Robles,Zinfandel,Grey Wolf Cellars
10917,US,,88,22,California,Central Coast,Chardonnay,Harmony Cellars
10918,France,,88,20,Provence,Côtes de Provence,Rolle,Hecht & Bannier
10919,US,20/20,88,35,California,Napa Valley,Bordeaux-style Red Blend,Hindsight
10920,US,,88,28,New York,North Fork of Long Island,Gewürztraminer,One Woman
10921,France,,90,20,Bordeaux,Médoc,Bordeaux-style Red Blend,Château La Clare
10922,France,,90,40,Bordeaux,Pomerol,Bordeaux-style Red Blend,Château Lafleur-Gazin
10923,France,,90,,Bordeaux,Médoc,Bordeaux-style Red Blend,Château Lestruelle
10924,US,Year of the Horse Ten Oaks Single Vineyard,90,72,California,Russian River Valley,Pinot Noir,Donum
10925,France,Schoenenbourg Grand Cru,90,40,Alsace,Alsace,Pinot Gris,Dopff Au Moulin
10926,Italy,Villa di Capezzana,90,27,Tuscany,Carmignano,Red Blend,Capezzana
10927,France,,90,29,Bordeaux,Moulis-en-Médoc,Bordeaux-style Red Blend,Château Anthonic
10928,Italy,,90,70,Tuscany,Brunello di Montalcino,Sangiovese,Fattoi
10929,France,,90,25,Bordeaux,Médoc,Bordeaux-style Red Blend,Château Potensac
10930,US,,90,50,California,Russian River Valley,Pinot Noir,Cobden Wini
10931,France,Vieilles Vignes,90,55,Alsace,Alsace,Pinot Noir,Domaine Barmès-Buecher
10932,France,Quintessence,90,38,Alsace,Alsace,Pinot Noir,Domaine Charles Frey
10933,France,Bonheur Convivial,90,20,Alsace,Alsace,Pinot Noir,Domaine Rieflé-Landmann
10934,US,Estate,90,38,California,Livermore Valley,Syrah,Dante Robere
10935,Italy,,90,16,Tuscany,Rosso di Montepulciano,Red Blend,Gracciano della Seta
10936,US,Crimson Hill Vineyard,90,22,California,Red Hills Lake County,Grenache,Gregory Graham
10937,US,Made With Organic Grapes,90,14,California,California,Sauvignon Blanc,Bonterra
10938,US,La Chenaie,90,48,Oregon,Eola-Amity Hills,Pinot Noir,Brooks
10939,US,Durell Vineyard,90,45,California,Sonoma Coast,Chardonnay,Armida
10940,Italy,Grandi Annate,90,89,Tuscany,Vino Nobile di Montepulciano,Sangiovese,Avignonesi
10941,France,,90,17,Alsace,Alsace,Pinot Noir,Allimant-Laugner
10942,US,Kent Ritchie Vineyard,90,60,California,Russian River Valley,Chardonnay,Ancient Oak Cellars
10943,US,,90,14,Oregon,Oregon,White Blend,Jezebel
10944,France,,90,17,Alsace,Alsace,Pinot Blanc,Kuentz-Bas
10945,Italy,,90,26,Tuscany,Vino Nobile di Montepulciano,Red Blend,La Ciarliana
10946,Italy,,90,25,Tuscany,Vino Nobile di Montepulciano,Sangiovese,Le Bèrne
10947,US,Russell Family Vineyard,90,45,California,Paso Robles,Mourvèdre,Loring Wine Company
10948,US,Temperance Hill Vineyard,90,52,Oregon,Eola-Amity Hills,Pinot Noir,love & squalor
10949,US,,90,12,Oregon,Willamette Valley,Pinot Gris,Lujon
10950,US,Hellenthal Vineyard,90,56,California,Fort Ross-Seaview,Pinot Noir,MacRostie
10951,US,,84,8,California,California,Moscato,Twisted
10952,France,Ysé,84,12,Southwest France,Côtes de Gascogne,Rosé,Domaine d'Arton
10953,US,,84,20,Oregon,Umpqua Valley,Pinot Noir,Henry Estate
10954,Argentina,Valle Las Acequias Finca Don Angelino Single Vineyard,84,17,Mendoza Province,Mendoza,Malbec,Luis Segundo Correas
10955,US,,84,24,California,Los Carneros,Pinot Gris,Merisi
10956,US,,84,18,California,Russian River Valley,Chardonnay,Mossback
10957,Spain,,84,11,Central Spain,Vino de la Tierra de Castilla,White Blend,Paso a Paso
10958,US,Otton Vineyards,84,64,California,Carneros,Pinot Noir,Ramspur
10959,Portugal,Monta da Baía,84,12,Península de Setúbal,,Portuguese Red,Wines & Winemakers
10960,Portugal,Marquês de Marialva Colheita Seleccionada,84,11,Bairrada,,Portuguese White,Adega de Cantanhede
10961,Argentina,Lote 44,84,12,Mendoza Province,Mendoza,Malbec,Bodega Cuarto Dominio
10962,France,,84,14,Loire Valley,Val de Loire,Sauvignon Blanc,Bernier
10963,Spain,Peramor,84,12,Northern Spain,Rueda,Verdejo,Bodegas Copaboca
10964,Portugal,Vinea Tinto,84,7,Alentejano,,Portuguese Red,Cartuxa
10965,Portugal,Galileu Tinto,84,9,Tejo,,Portuguese Red,Casal do Conde
10966,Italy,Vigna Campo del Gatto,84,30,Piedmont,Barbera d'Alba,Barbera,Costa di Bussia
10967,Spain,,84,13,Northern Spain,Rueda,Verdejo,Egeo
10968,Argentina,Valle Las Acequias,84,13,Mendoza Province,Mendoza,Cabernet Sauvignon,Luis Segundo Correas
10969,US,Dion Vineyard,84,26,Oregon,Willamette Valley,Pinot Noir,Oak Knoll
10970,Argentina,,84,14,Mendoza Province,Mendoza,Malbec,Septima
10971,Argentina,Cuma Made With Organic Grapes,83,13,Other,Cafayate,Malbec,Michel Torino
10972,Spain,Special Selection,83,15,Central Spain,Vino de la Tierra de Castilla,Sauvignon Blanc,Pablo Claro
10973,Spain,,83,20,Galicia,Rías Baixas,Albariño,Abadía de Tortoreos
10974,Portugal,,83,10,Vinho Verde,,Portuguese White,Campelo
10975,Portugal,Terraços do Tejo,83,,Tejo,,Portuguese Red,Casal da Coelheira
10976,Spain,,83,20,Galicia,Rías Baixas,Albariño,Fillaboa
10977,Spain,Reserva Selection Brut,83,15,Catalonia,Cava,Sparkling Blend,Mont Paral
10978,US,The Ringneck,83,55,California,Sonoma Coast,Pinot Noir,Armanino Family Cellars
10979,Argentina,,83,14,Mendoza Province,Mendoza,Chardonnay,Bodega Zafado
10980,US,Estate Grown,83,28,Oregon,Rogue Valley,Cabernet Sauvignon,Del Rio
10981,France,Les Vaupulans Fourchaume Premier Cru,93,38,Burgundy,Chablis,Chardonnay,Domaine Vrignaud
10982,Italy,Gran Selezione,93,60,Tuscany,Chianti Classico,Red Blend,Mazzei
10983,Italy,Riserva,93,50,Tuscany,Vino Nobile di Montepulciano,Red Blend,Boscarelli
10984,France,Clos Capelune,93,60,Provence,Côtes de Provence,Rosé,Château Saint-Maur
10985,US,Two Vineyard,93,36,California,Santa Cruz Mountains,Cabernet Sauvignon,Cooper-Garrod
10986,US,3 Clone,93,46,California,Santa Lucia Highlands,Pinot Noir,Boekenoogen
10987,US,Klopp Ranch,93,60,California,Russian River Valley,Pinot Noir,Merry Edwards
10988,France,Confidentielle,93,33,Provence,Côtes de Provence,Rosé,Domaine Saint-André de Figuière
10989,US,Dutton Ranch,93,38,California,Russian River Valley,Chardonnay,Dutton-Goldfield
10990,US,,93,78,California,Diamond Mountain District,Cabernet Sauvignon,En Garde
10991,France,Aux Boudots Premier Cru,93,124,Burgundy,Nuits-St.-Georges,Pinot Noir,Roche de Bellene
10992,France,Vau de Vey Premier Cru,93,,Burgundy,Chablis,Chardonnay,Jean-Marc Brocard
10993,Italy,Riserva di Fizzano Gran Selezione Single Vineyard,93,35,Tuscany,Chianti Classico,Red Blend,Rocca delle Macìe
10994,US,de Villiers,93,48,California,Mt. Harlan,Pinot Noir,Calera
10995,US,Sympatico,93,54,California,Paso Robles,Red Blend,Caliza
10996,US,,93,26,California,Russian River Valley,Trousseau Gris,Zeitgeist
10997,Italy,Il Solatio Gran Selezione,93,89,Tuscany,Chianti Classico,Sangiovese,Castello d'Albola
10998,Italy,Il Margone Gran Selezione,93,45,Tuscany,Chianti Classico,Red Blend,Il Molino di Grace
10999,US,Kate's Cuvee Rio Vista Vineyard,93,55,California,Sta. Rita Hills,Pinot Noir,Flying Goat Cellars
11000,US,L'Idiot du Village,93,42,Washington,Columbia Valley (WA),Mourvèdre,Gramercy
11001,US,,93,24,California,Santa Lucia Highlands,Chardonnay,Loring Wine Company
11002,US,Rosé of,93,20,California,Russian River Valley,Pinot Noir,Lynmar
11003,Austria,Steiner Point,93,21,Kremstal,,Riesling,Müller-Grossmann
11004,US,Chenoweth Ranch,93,60,California,Russian River Valley,Pinot Noir,Patz & Hall
11005,US,Tuscan Nights,93,42,California,Central Coast,Red Blend,Pianetta
11006,France,Pitures Premier Cru,93,92,Burgundy,Volnay,Pinot Noir,Roche de Bellene
11007,US,Sanford & Benedict Vineyard,93,36,California,Sta. Rita Hills,Viognier,Sanford
11008,US,Proprietary,93,50,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Swiftwater Cellars
11009,US,Indomitable,93,50,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Woodinville Wine Cellars
11010,US,7200 Vogelzang Vineyard,93,54,California,Happy Canyon of Santa Barbara,Cabernet Sauvignon,Foxen 7200
11011,US,,91,25,Washington,Columbia Valley (WA),Merlot,L'Ecole No. 41
11012,France,Morgeot Premier Cru,91,75,Burgundy,Chassagne-Montrachet,Chardonnay,Louis Latour
11013,France,Vieilles Vignes,91,36,Burgundy,Pouilly-Fuissé,Chardonnay,Manuel Seguin
11014,Italy,Cesco di Nece,91,22,Southern Italy,Sant' Agata dei Goti,Aglianico,Mustilli
11015,US,Stillwater Creek Vineyard,91,30,Washington,Columbia Valley (WA),Syrah,:Nota Bene
11016,Spain,Àn/2,91,25,Spanish Islands,Vi de la Terra Mallorca,Red Blend,Ànima Negra
11017,France,Les Duresses Premier Cru,91,60,Burgundy,Monthélie,Pinot Noir,Bouchard Père & Fils
11018,US,Coquille Blanc,91,24,California,Paso Robles,Rhône-style White Blend,Carol Shelton
11019,France,Les Beluses,91,20,Burgundy,Mâcon-Chardonnay,Chardonnay,Cave de Lugny
11020,France,Aux Chaignots Premier Cru,91,112,Burgundy,Nuits-St.-Georges,Pinot Noir,Domaine Faiveley
11021,France,Les Macherelles Premier Cru,91,,Burgundy,Chassagne-Montrachet,Chardonnay,Domaine Guy Amiot
11022,US,Katydid,91,24,Washington,Horse Heaven Hills,Red Blend,Domaine Pouillon
11023,France,Nolandra,91,125,Rhône Valley,Châteauneuf-du-Pape,Rhône-style Red Blend,Domaine du Vieux Lazaret
11024,Spain,La Mala,91,140,Northern Spain,Ribera del Duero,Tinto Fino,Dominio de Atauta
11025,US,The Conjurer,91,28,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Sleight of Hand
11026,US,,91,42,California,Santa Lucia Highlands,Pinot Noir,Testarossa
11027,US,Woods Vineyard Rosé of,91,25,California,Russian River Valley,Pinot Noir,Ousterhout
11028,US,,91,20,Washington,Columbia Valley (WA),Sangiovese,Panache Cellars
11029,US,,91,52,California,Paso Robles,Zinfandel,Proulx
11030,Spain,Almendros Single Vineyard,91,40,Levante,Valencia,Red Blend,Angosto
11031,Spain,Criança,91,48,Catalonia,Priorat,Red Blend,Morlanda
11032,France,Le Chambée,91,85,Rhône Valley,Condrieu,Viognier,Les Vins de Vienne
11033,US,Estate,91,35,Washington,Walla Walla Valley (WA),Merlot,L'Ecole No. 41
11034,France,L'Âme Soeur,91,87,Rhône Valley,Vin de Pays des Collines Rhodaniennes,Syrah,Michel & Stéphane Ogier
11035,France,Cuvée Loess,91,40,Rhône Valley,Saint-Joseph,Rhône-style White Blend,Gilles Flacher
11036,US,Premier Old Vine,91,20,California,Amador County,Zinfandel,Renwood
11037,US,,91,45,Washington,Columbia Valley (WA),Red Blend,Saggi
11038,Italy,Arberesko,91,28,Southern Italy,Aglianico del Vulture,Aglianico,San Martino
11039,US,,91,27,California,Santa Lucia Highlands,Chardonnay,Savannah-Chanelle
11040,US,Ciel du Cheval Vineyard,91,25,Washington,Red Mountain,Counoise,Tamarack Cellars
11041,France,,85,16,Bordeaux,Bordeaux Supérieur,Bordeaux-style Red Blend,Domaine de Courteillac
11042,France,,85,23,Provence,Côtes de Provence,Rhône-style Red Blend,Château Roubine
11043,Italy,Collection,85,9,Northeastern Italy,Trentino,Chardonnay,Cavit
11044,France,Les Armoiries de Belcier,85,,Bordeaux,Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château de Belcier
11045,US,Marina Piper,85,20,Oregon,Willamette Valley,Pinot Noir,Cottonwood Winery of Oregon
11046,Spain,Premium,85,14,Central Spain,Mentrida,Red Blend,Arrayán
11047,US,Verhey Vineyard,85,28,Washington,Washington,Syrah,Clearwater Canyon
11048,France,,85,15,Bordeaux,Bordeaux,Bordeaux-style Red Blend,Château Fonfroide
11049,US,Gewürz,85,12,California,Mendocino County,Gewürztraminer,Alexander Valley Vineyards
11050,Spain,T Crianza,85,21,Northern Spain,Rioja,Tempranillo,Casa Primicia
11051,Italy,,85,,Northeastern Italy,Delle Venezie,Chardonnay,Bosco dei Cirmioli
11052,US,Brix 26.2,85,30,California,Chalk Hill,Cabernet Sauvignon,MAD Wines
11053,US,Estate,85,80,California,Paso Robles,Cabernet Sauvignon,L'Aventure
11054,Italy,I Quercioli Secco,85,13,Central Italy,Lambrusco Reggiano,Lambrusco,Medici Ermete
11055,US,Eakle Ranch,85,25,California,Napa Valley,Merlot,Pope Valley Winery
11056,US,Estate Grown,85,10,Washington,Columbia Valley (WA),Syrah,StoneCap
11057,Italy,Cenereto,85,14,Central Italy,Lazio,Red Blend,Trappolini
11058,Italy,Innato Circeo,85,16,Central Italy,Lazio,White Blend,Villa Gianna
11059,US,,85,8,California,California,Pinot Grigio,Woodbridge by Robert Mondavi
11060,Italy,Selezione Frassineto,85,23,Central Italy,Colli Piacentini,Sauvignon Blanc,Tenuta Villa Tavernago
11061,Austria,Mo-Velt,85,10,Burgenland,,Grüner Veltliner,Nittnaus Hans und Christine
11062,US,,85,14,California,California,Chardonnay,Six Degrees
11063,Chile,Reserva,85,12,San Antonio,,Sauvignon Blanc,MontGras
11064,Spain,Tinto,85,30,Levante,Valencia,Red Blend,Angosto
11065,US,,85,32,California,Sonoma Coast,Grenache,Burt Street Cellars
11066,US,The Expedition Cabernet Sauvignon,85,15,Washington,Horse Heaven Hills,Cabernet Sauvignon,Canoe Ridge
11067,France,,85,15,Bordeaux,Bordeaux,Bordeaux-style Red Blend,Château Laubès
11068,Chile,Cuvée Tradition,85,13,Rapel Valley,,Sauvignon Blanc,Château Los Boldos
11069,France,Les Charmes de Magnol,85,,Bordeaux,Médoc,Bordeaux-style Red Blend,Château Magnol
11070,Chile,Reserva,85,13,Casablanca Valley,,Sauvignon Blanc,Casa Viva
11071,US,Camp Meeting Ridge Block 16,94,75,California,Sonoma Coast,Pinot Noir,Flowers
11072,Austria,Tabor Reserve Die Räritat,94,35,Kremstal,,Grüner Veltliner,Forstreiter
11073,Germany,Scharlachberg Bingen Trockenbeerenauslese GG,94,66,Rheinhessen,,Riesling,Rheingraf
11074,Australia,Eligo,94,100,South Australia,Barossa,Shiraz,John Duval Wines
11075,Australia,St. Henri,94,65,South Australia,South Australia,Shiraz,Penfolds
11076,France,,94,55,Bordeaux,Saint-Julien,Bordeaux-style Red Blend,Château Branaire-Ducru
11077,France,,94,100,Bordeaux,Margaux,Bordeaux-style Red Blend,Château Rauzan-Ségla
11078,Austria,Lamm Erste Lage Reserve,94,,Kamptal,,Grüner Veltliner,Bründlmayer
11079,Austria,Steinmassel Erste Lage Reserve,94,,Kamptal,,Riesling,Bründlmayer
11080,Austria,1000-Eimerberg Smaragd,94,,Wachau,,Riesling,Gritsch Mauritiushof
11081,Italy,,94,36,Central Italy,Sagrantino di Montefalco,Sagrantino,Tenuta Castelbuono
11082,Austria,Loibner Loibenberg Smaragd,94,,Wachau,,Riesling,F X Pichler
11083,US,Camp Meeting Ridge,94,70,California,Sonoma Coast,Pinot Noir,Flowers
